id,uri
21529172,/c/en/major_interval/n
33365,/c/en/storm
21529175,/c/en/major_mode/n
21529176,/c/en/major_ninth/n
33362,/c/en/mist
21529178,/c/en/major_second/n
21529179,/c/en/major_seventh/n
21529180,/c/en/major_seventh_chord/n
21529181,/c/en/major_sixth/n
21529182,/c/en/major_third/n
21529183,/c/en/major_triad/n
22577762,/c/en/bluesish/a
33380,/c/en/use
328299,/c/en/augment/v
328301,/c/en/augmentation/n
33390,/c/en/mixed_interval_chord/n
164470,/c/en/tell_story
33402,/c/en/classical
22086283,/c/en/beautiful_thing
492183,/c/en/lute
22577821,/c/en/blurb/n
33443,/c/en/stereo
21562027,/c/en/scat/n/wikt/en_3
21562028,/c/en/scat/v/wikt/en_3
21496546,/c/en/diplophonia/n
131823,/c/en/table_cloth
3736308,/c/en/cakewalk/n
21562102,/c/en/scherzando/n
21562103,/c/en/scherzando/r
754423,/c/en/trope/n
33533,/c/en/monophonic/a
21562112,/c/en/schillinger_system/n
21529362,/c/en/mallcore/n
3932968,/c/en/decrescendo/n
21562155,/c/en/schlager/n
3932972,/c/en/decrescendo/v
131888,/c/en/tasty_food
492336,/c/en/grinder/n
33594,/c/en/moon
3638076,/c/en/beam/v
131922,/c/en/tearoom
21496661,/c/en/dirgelike/a
590683,/c/en/glam_rock/n
131952,/c/en/telephone_box
3998577,/c/en/double_flat/n
689009,/c/en/polychoric/a
21562228,/c/en/schubertiade/n
22774648,/c/en/rudeboy/n
131980,/c/en/tempo
131981,/c/en/tempo/n
33676,/c/en/motion/n
33672,/c/en/motion
4785045,/c/en/philharmonic/a
21496730,/c/en/disco_like/a
21562277,/c/en/scientibook/n
33709,/c/en/movement/n
33710,/c/en/movie
33711,/c/en/play
33718,/c/en/very
656317,/c/en/noise/n
21562301,/c/en/sciolto/a
21562302,/c/en/sciolto/n
21562303,/c/en/sciolto/r
132038,/c/en/textbook
590797,/c/en/chord/n
492493,/c/en/pentatonic_scale/n
21529552,/c/en/manavati/n
4686803,/c/en/off_key/a
4096981,/c/en/family_meal/n
132056,/c/en/theater_hall
21496794,/c/en/disdiapason/n
4752349,/c/en/partita/n
132069,/c/en/thermometer
21496820,/c/en/dish_bitch/n
5047291,/c/en/serenade/n
4129791,/c/en/flip_side/n
21529600,/c/en/mandoline/n
5145606,/c/en/stave/n
5211141,/c/en/tango/n
132105,/c/en/ticket
33804,/c/en/music
33805,/c/en/din
33806,/c/en/noise
33807,/c/en/racket
33808,/c/en/random_noise
33809,/c/en/television
33810,/c/en/tunes
21529613,/c/en/manele/n
132112,/c/en/ticket_window
22676503,/c/en/interlineary/n
22643737,/c/en/fleadh/n
590879,/c/en/glee/n
22807592,/c/en/tasting_menu/n
525353,/c/en/callbook
21562431,/c/en/scorchio/a
21562432,/c/en/scordatura/n
33856,/c/en/mystery
33874,/c/en/name
33875,/c/en/address
132180,/c/en/today
33886,/c/en/napkin
33923,/c/en/natural/a
590986,/c/en/glitch/n
33937,/c/en/man_made
21562524,/c/en/scrat/v/wikt/en_1
754859,/c/en/tsimbl/n
21562541,/c/en/screamo/n
525485,/c/en/calypso/n/wikt/en_1
22807727,/c/en/taverna/n
22643881,/c/en/flexi_disc/n
21497017,/c/en/distropha/n
754891,/c/en/tuba/n
5407953,/c/en/wild_goose_chase/n
3998954,/c/en/double_reed/n
21562608,/c/en/scriptment/n
4228339,/c/en/grillroom/n
722168,/c/en/brush/n
5113102,/c/en/sotto_voce/r
21497106,/c/en/ditone/n
21529878,/c/en/maqam/n
132388,/c/en/trash_container
21529895,/c/en/mararanjani/n
21562664,/c/en/scrunge/n
21497130,/c/en/diurnal/n
3999023,/c/en/double_sharp/n
21529904,/c/en/marcatissimo/r
21529905,/c/en/marcato/r
4556091,/c/en/metric/a
21529920,/c/en/marchlike/a
21529922,/c/en/marchy/a
165203,/c/en/bands
21497172,/c/en/divinity_calf/n
21497178,/c/en/division_level/n
132442,/c/en/trombone
21529951,/c/en/marga/n
21497185,/c/en/diviso/a
21497186,/c/en/diviso/n
21497187,/c/en/diviso/r
132459,/c/en/trumpet
34159,/c/en/sports
34160,/c/en/newspaper
21497210,/c/en/dixieland/n
22775164,/c/en/running_headline/n
21529993,/c/en/marimbaphone/n
21497225,/c/en/dj/v
21497227,/c/en/djembe/n
34195,/c/en/daily
5375382,/c/en/volumes
525720,/c/en/wait/v
21497269,/c/en/do/n/wikt/en_2
5244349,/c/en/thrash/n
21562815,/c/en/sea_shanty/n
5047744,/c/en/serialism/n
132551,/c/en/typhoon
34256,/c/en/nocturne/n
132561,/c/en/umbrella
3999186,/c/en/double_time/n
34265,/c/en/tone
755161,/c/en/tunebook
21497316,/c/en/dock/n/wikt/en_3
21562853,/c/en/search_box/n
21562856,/c/en/search_leakage/n
21562859,/c/en/search_tree/n
21530101,/c/en/marrabenta/n
624130,/c/en/labium/n
34313,/c/en/non_divisi/r
21464589,/c/en/2_4/n
21530125,/c/en/marshally/a
5375504,/c/en/voluntary/n
22611478,/c/en/cyclicism/n
5146138,/c/en/steakhouse/n
3966490,/c/en/diffusion/n
21530140,/c/en/martellato/a
21562908,/c/en/secco/a
3802655,/c/en/chromatic/a
21497378,/c/en/dodecaphonically/r
21497379,/c/en/dodecaphonist/n
21497380,/c/en/dodecaphony/n
21562926,/c/en/second/n/wikt/en_1
21464624,/c/en/32mo/n
21464625,/c/en/32nd_note/n
21464629,/c/en/3_4/n
3802682,/c/en/chromatic_scale/n
165438,/c/en/delight_senses
3704381,/c/en/brass_band/n
722499,/c/en/sherlock_holmes/n
21562948,/c/en/second_inversion/n
4916809,/c/en/rathskeller/n
21464653,/c/en/4_4/n
22644306,/c/en/floor_filler/n
165466,/c/en/provide_comfort
132699,/c/en/vehicle_bomb
4949597,/c/en/repercussion/n
4097638,/c/en/fandango/n
22644327,/c/en/floorshow/n
3475047,/c/en/2000s/n/wp/decade
34413,/c/en/written
21464686,/c/en/5fdp/n
5310061,/c/en/unaccompanied/a
132722,/c/en/verb
4130419,/c/en/floaty/a
21497466,/c/en/dogme/n
21464700,/c/en/64th_note/n
689789,/c/en/polyphonic/a
689787,/c/en/polyphony/n
34422,/c/en/word
21464704,/c/en/6_8/n
21497476,/c/en/doh/n/wikt/en_2
21563016,/c/en/secundal/a
132750,/c/en/video
21497488,/c/en/doit/n/wikt/en_1
21464722,/c/en/7_6_suspension/n
22677143,/c/en/interval_cycle/n
21464735,/c/en/8_bit/a
21497503,/c/en/dolcissimo/a
21497506,/c/en/dolente/r
132771,/c/en/viola
132775,/c/en/violin
21464751,/c/en/9_8_suspension/n
5015225,/c/en/sax/n
22709947,/c/en/motion_picture/n
3704513,/c/en/brasserie/n
4556482,/c/en/metronome/n
4982466,/c/en/romance_novel
22775492,/c/en/ryotei/n
21497548,/c/en/doloroso/r
21563102,/c/en/seggae/n
132836,/c/en/wait_staff
132837,/c/en/wait_to_get_table
132838,/c/en/waiter
132839,/c/en/waiters
132845,/c/en/waitress
21497582,/c/en/dominant_seventh/n
21497583,/c/en/dominant_seventh_chord/n
526068,/c/en/canon/n/wikt/en_1
3540730,/c/en/amplifier/n
21530385,/c/en/mathcore/n
21464853,/c/en/aba_form/n
689944,/c/en/polyrhythm/n
22677276,/c/en/intext/n
4851494,/c/en/prelude/n
5113640,/c/en/sound_hole/n
22087467,/c/en/another_word_for_film
558892,/c/en/discordance/n
22087468,/c/en/sequence_of_frames
22087469,/c/en/slang_for_film
21530415,/c/en/matra/n
3671857,/c/en/black_book/n
22841168,/c/en/windowfront/n
22087505,/c/en/mozart_music
21497692,/c/en/doom_death/n
21563233,/c/en/self_accompanied/a
132964,/c/en/sleet
18483055,/c/en/sixteenth_rest/n
22579061,/c/en/boniface/n
21530490,/c/en/maumy/a
22808449,/c/en/teenybop/n
22775684,/c/en/sacd/n
4032405,/c/en/eighth_note/n
4622229,/c/en/name_for
21497754,/c/en/dorian_mode/n
22087579,/c/en/acquired_skill
22087580,/c/en/cheesecake_for_brain
22087581,/c/en/combination_of_sounds
22087582,/c/en/cyclical_and_rolling_describes_cycle
22087583,/c/en/form_of_sound
22087584,/c/en/form_of_universal_language
22087585,/c/en/gift_from_angels
22087586,/c/en/great_form_of_expression
22087587,/c/en/it's_own_language
22087588,/c/en/not_worth_listening_to
22087589,/c/en/often_multiple_instruments
22087590,/c/en/pattern_of_sounds
22087591,/c/en/playing_guitar_and_singing
22087592,/c/en/pleasant_pastime
22087593,/c/en/priveledge_to_hear
22087594,/c/en/recorded_emotion
22087595,/c/en/sequence_of_sounds
22087596,/c/en/sound_with_pattern
22087597,/c/en/specially_pleasant_sequence_of_sounds
22087598,/c/en/very_important_part_of_life
22087599,/c/en/very_potent_aphrodisiac
22087600,/c/en/way_to_commuinicate_deep_emotions
22087601,/c/en/way_to_let_out_emotions
22087602,/c/en/what_listen_to
22087603,/c/en/what_makes_life_wonderful_sometimes
22841271,/c/en/wine_list/n
22841278,/c/en/wine_waiter/n
21530561,/c/en/mayamalavagowla/n
22775749,/c/en/sacramentary/n
4261830,/c/en/head_shop/n
22579149,/c/en/any_story
22579150,/c/en/between_covers
22579151,/c/en/bind_paper
22579152,/c/en/bound_covers
22579153,/c/en/bound_hardcover
22579154,/c/en/bound_pages
22579155,/c/en/bound_paper
22579156,/c/en/bound_papers
22579157,/c/en/bound_text
22579158,/c/en/bound_volume
22579159,/c/en/bound_writings
22579160,/c/en/bounded_pages
22579161,/c/en/bundle_papers
21563356,/c/en/semba/n
22579162,/c/en/chapter_novel
22579163,/c/en/chapter_tome
22579164,/c/en/chapters_author
22579165,/c/en/chapters_pages
22579166,/c/en/chapters_plot
22579167,/c/en/collection_pages
22579168,/c/en/containing_pages
22579169,/c/en/contains_chapters
22775782,/c/en/sacrist/n
21530601,/c/en/mbalax/n
21563370,/c/en/semi_acoustic/a
22579172,/c/en/cover_pages
22579173,/c/en/dictionary_type
22579174,/c/en/for_reading
21530608,/c/en/mc/n
22579176,/c/en/hard_covered
21530610,/c/en/mc/v
624627,/c/en/lait/v/wikt/en_2
22579180,/c/en/i_read
22579181,/c/en/in_libraries
22579182,/c/en/it_has
22579184,/c/en/library_element
22579185,/c/en/library_item
22579186,/c/en/library_product
22579196,/c/en/novel_dictionary
22579197,/c/en/or_essay
21497856,/c/en/double_canon/n
34816,/c/en/object
22579202,/c/en/pages_collection
22579203,/c/en/pages_container
22579204,/c/en/pages_grouped
21563399,/c/en/semiacoustic/a
22579200,/c/en/pages_bound
22579210,/c/en/printed_edition
22579211,/c/en/printed_media
22579205,/c/en/pages_inside
22579213,/c/en/printed_story
22579214,/c/en/published_writing
21497871,/c/en/double_dotted/a
591887,/c/en/goa/n
22579217,/c/en/readable_object
22579216,/c/en/read_pages
22579218,/c/en/readable_thing
22579223,/c/en/reading_media
133144,/c/en/whistle
22579219,/c/en/reading_apparatus
22579227,/c/en/reading_subject
21563420,/c/en/semibreve/n
21563421,/c/en/semibreve_rest/n
21563422,/c/en/semibrief/n
22579228,/c/en/reading_thing
22579229,/c/en/reading_tome
22579230,/c/en/reading_volume
22579237,/c/en/story_pages
22579238,/c/en/text_container
21563432,/c/en/semiclassic/n
21563433,/c/en/semiclassical/a
165930,/c/en/teach_earth_round
165931,/c/en/teach_person_to_sing
22579239,/c/en/two_covers
165928,/c/en/include_index
22579240,/c/en/we_read
165929,/c/en/include_table_of_contents
22579242,/c/en/writing_holder
165936,/c/en/bookkeeper
22579248,/c/en/book_drop/n
133173,/c/en/wiener_dog
21497911,/c/en/double_note/n
22579257,/c/en/book_muslin/n
165947,/c/en/bookseller
4982844,/c/en/romanticism/n
22579260,/c/en/book_of_hours/n
22579266,/c/en/book_signing/n
22579267,/c/en/bookaholic/n
22579268,/c/en/bookazine/n
22841413,/c/en/winstub/n
22579269,/c/en/bookbag/n
723015,/c/en/shoop
21497927,/c/en/double_side/n
34889,/c/en/octavate/v
21497931,/c/en/double_stop/n
21563463,/c/en/semidemisemiquaver/n
21563464,/c/en/semidiapente/n
21530703,/c/en/meane/n
21563465,/c/en/semidiatessaron/n
21563469,/c/en/semiditone/n
21497938,/c/en/double_tonguing/n
22579281,/c/en/bookflap/n
3770453,/c/en/celeste/n
21530709,/c/en/meantone/n
21497945,/c/en/double_whole/n
21497946,/c/en/double_whole_note/n
3704925,/c/en/bravura/n
22579289,/c/en/bookholder/n
22579290,/c/en/bookhood/n
4098145,/c/en/fantasia/n
21563490,/c/en/semigrand/a
22579291,/c/en/bookhound/n
22579296,/c/en/booklegging/n
22579297,/c/en/bookless/a
21497958,/c/en/doubletrack/v
657511,/c/en/nonbook
21530728,/c/en/meat_and_three/n
21563497,/c/en/semihemidemisemiquaver/n
18483309,/c/en/eighth_rest/n
22841452,/c/en/winterhardy/a
22579314,/c/en/bookroom/n
22579308,/c/en/bookmarker/n
22579312,/c/en/bookrack/n
22579313,/c/en/bookrest/n
22841463,/c/en/winterproof/a
22841464,/c/en/winterproof/v
22579319,/c/en/bookshelving/n
22579317,/c/en/books_of_moses/n
22579323,/c/en/booksy/a
34940,/c/en/on_screen
22579324,/c/en/bookwise/r
22579321,/c/en/bookstand/n
5113985,/c/en/soundtrack/n
723079,/c/en/shopbook
21530765,/c/en/mechanical/n
4753550,/c/en/paso_doble/n
133267,/c/en/wine_list
133270,/c/en/wine_steward
133273,/c/en/kfc
34993,/c/en/oil
21563579,/c/en/semiquaver/n
133314,/c/en/woodwind_family
22710468,/c/en/like_video
22710469,/c/en/talk_during
133315,/c/en/woodwind_instrument
22710465,/c/en/at_theatre
22710470,/c/en/theater_screen
22710466,/c/en/cinema_offering
22710472,/c/en/movie_hop/v
22710473,/c/en/moviedom/n
22710474,/c/en/moviegoing/a
22710475,/c/en/movieholic/n
22710477,/c/en/movielike/a
22710478,/c/en/moviemaker/n
22710480,/c/en/moviemania/n
22710482,/c/en/moviesque/a
22710484,/c/en/moving_picture/n
133334,/c/en/words
21498084,/c/en/downslur/n
559337,/c/en/dishwasher/n
21498093,/c/en/downtempo/n
21498092,/c/en/downtempo/a
21563644,/c/en/sempre/r
22841600,/c/en/wishbook/n
21563653,/c/en/senavati/n
21530895,/c/en/medley/v
133404,/c/en/yearbook
18811169,/c/en/tremolant/n
21498158,/c/en/dragadiddle/n
21530939,/c/en/megaband/n
21465404,/c/en/accel/r
5114179,/c/en/sour/a
21563723,/c/en/senza_sordini/r
21465420,/c/en/accent/n/wikt/en_1
21465422,/c/en/accent_mark/n
133455,/c/en/zombie
35157,/c/en/open/a/wikt/en_1
362846,/c/en/folk/n
21465450,/c/en/accidental_chord/n
21465445,/c/en/acciaccatura/n
21465446,/c/en/accidence/n
690543,/c/en/weatherglass/n
690544,/c/en/weatherglass
21465468,/c/en/accompagnato/a
21465469,/c/en/accompagnato/n
21465470,/c/en/accompagnato/r
723326,/c/en/shoulder/n
21563777,/c/en/septenary/n
4884862,/c/en/pulitzer_prize/n
21563781,/c/en/septette/n
493957,/c/en/antibook
3901837,/c/en/cultural_activity
21531023,/c/en/megamix/n
526737,/c/en/platinum/n
22808979,/c/en/tell_all/n
21563798,/c/en/septimole/n
21563806,/c/en/septolet/n
21563815,/c/en/septuplet/n
35247,/c/en/weird
22841799,/c/en/wizard_rock/n
21563850,/c/en/seraphine/n
22088141,/c/en/natural_state
22776269,/c/en/sala/n/wikt/en_2
21563858,/c/en/serenata/n
3639764,/c/en/beats
4983262,/c/en/rondo/n
21531104,/c/en/melakarta/n
5016037,/c/en/scalar/a
21563877,/c/en/serial_music/n
526823,/c/en/catalog/n
21563880,/c/en/serialist/a
21563881,/c/en/serialist/n
756199,/c/en/tympanic/a
526829,/c/en/sharp/n
21498375,/c/en/drone_metal/n
723468,/c/en/shred/v/wikt/en_2
22579726,/c/en/bossa_nova/n
4229650,/c/en/grooving
494101,/c/en/category
21498402,/c/en/drop_in/n
21531187,/c/en/melisma/n
21531188,/c/en/melismatic/a
35394,/c/en/outro/n
5409351,/c/en/william_herschel
35407,/c/en/oven
21531215,/c/en/mellismatic/a
5114447,/c/en/sourdine/n
21531225,/c/en/melodeath/n
21531227,/c/en/melodic_death_metal/n
21498460,/c/en/drum_and_bass/n
21498461,/c/en/drum_cadence/n
21531228,/c/en/melodic_hardcore/n
21531229,/c/en/melodic_minor_scale/n
21531231,/c/en/melodicist/n
21498465,/c/en/drummerless/a
21531232,/c/en/melogenic/a
21531230,/c/en/melodicism/n
21564010,/c/en/sesquialtera/n
4295286,/c/en/homophonic/a
21564029,/c/en/sesquitone/n
4295294,/c/en/homophonous/a
21564031,/c/en/session/v
22776449,/c/en/salesbook/n
4295302,/c/en/homophony/n
21564038,/c/en/session_musician/n
21564046,/c/en/sestetto/n
22645392,/c/en/folk_rocker/n
22645394,/c/en/folkadelic/a
3836563,/c/en/coloration/n
21564061,/c/en/set_of_pipes/n
5212830,/c/en/tapping/n
4164259,/c/en/fundamental/n
527022,/c/en/guide/n
22612698,/c/en/dandiya/n
756448,/c/en/udmurtia
21531366,/c/en/mensurable/a
21498599,/c/en/dubby/a
21531367,/c/en/mensuralism/n
21531368,/c/en/mensuralist/a
21531370,/c/en/mensuration/n
21498604,/c/en/dublike/a
4819693,/c/en/pocketbook/n
5278463,/c/en/trawl/v
21465856,/c/en/acousmatic/a
21465858,/c/en/acoustic_electric/a
3640070,/c/en/beauty_and_beast/n
21465864,/c/en/acousticky/a
21564168,/c/en/sext/n/wikt/en_1
22711051,/c/en/multibook/a
21564177,/c/en/sextetto/n
21564183,/c/en/sextole/n
21564184,/c/en/sextolet/n
21564187,/c/en/sextuplet/n
22743836,/c/en/philomusical/a
5245726,/c/en/thriller/n
22645557,/c/en/fooderie/n
21564213,/c/en/sforzando/a
21564214,/c/en/sforzando/r
21564215,/c/en/sforzato/r
21564217,/c/en/sfz/r
22645574,/c/en/foodtography/n
4328270,/c/en/idyll/n
35677,/c/en/overture/n
21531486,/c/en/merengue/n
22580064,/c/en/bourrée/n
21564258,/c/en/shadjam/n
22612853,/c/en/danza/n
5376887,/c/en/vox_angelica/n
592761,/c/en/gopher/n
756604,/c/en/ultrabook
363418,/c/en/franchise
22645661,/c/en/foot_tapping/n
35751,/c/en/page
527273,/c/en/carol
35752,/c/en/chapter
35753,/c/en/spine
494514,/c/en/cyclone/n
166835,/c/en/touch_heart
22842305,/c/en/woodstockian/a
21531586,/c/en/merry_company/n
35779,/c/en/hut
22088647,/c/en/one_place_where_waiters_work
21498824,/c/en/duodecet/n
21564361,/c/en/shantyman/n
4164555,/c/en/funeral_march/n
22612939,/c/en/dark_cabaret/n
35789,/c/en/pan
35790,/c/en/pot
21498834,/c/en/duodene/n
21498831,/c/en/duodecimo/n
592857,/c/en/gospel_music/n
4852709,/c/en/preparation/n
21498855,/c/en/duplet/n
22612971,/c/en/darkpsy/n
21498866,/c/en/dur/a
21564404,/c/en/sharp/r
21564405,/c/en/sharp/v
21564406,/c/en/sharp_and_half/n
21498872,/c/en/duranguense/n
3869689,/c/en/corkage/n
21564408,/c/en/sharp_major/n
21564409,/c/en/sharp_minor/n
21498876,/c/en/durational_pattern/n
21564411,/c/en/sharped/a
21564413,/c/en/sharping/n
592897,/c/en/goth/n
35850,/c/en/building
22744088,/c/en/phonorecording/n
35872,/c/en/party
691237,/c/en/booklet/n
4230182,/c/en/ground_bass/n
22088747,/c/en/one_thing_often_forecasted
21498938,/c/en/dutch_sandwich/n
21498950,/c/en/dux/n
21466189,/c/en/adagietto/a
21466190,/c/en/adagietto/n
21466191,/c/en/adagietto/r
21466192,/c/en/adagissimo/r
21498958,/c/en/dvořák/n
18779227,/c/en/soh/n
21564538,/c/en/shepard_scale/n
21564539,/c/en/shepard_tone/n
21564547,/c/en/sherlock/v
21466244,/c/en/additional_accompaniment/n
22613127,/c/en/databox/n
21499017,/c/en/dynamic/n
21466259,/c/en/addolorato/a
21466260,/c/en/addolorato/n
21466261,/c/en/addolorato/r
22809771,/c/en/terrorcore/n
21531827,/c/en/met_office/n
724156,/c/en/signature/n
36037,/c/en/perfect/a/wikt/en_1
724189,/c/en/signing/n
22646007,/c/en/forebook/n
21499138,/c/en/e.h/n
22646018,/c/en/forecast/n
4885760,/c/en/pulp/n
4132112,/c/en/flourish/n
21499153,/c/en/e_flat/n
21499154,/c/en/e_flat_major/n
21499155,/c/en/e_flat_minor/n
3771670,/c/en/celtic_music/n
21531927,/c/en/metal/a
527634,/c/en/casebook
21499164,/c/en/e_la/n
21499167,/c/en/e_major/n
21499169,/c/en/e_minor/n
21531939,/c/en/metalcore/n
21499181,/c/en/e_sharp/n
21531949,/c/en/metaller/n
21499189,/c/en/e_♭_instrument/n
167229,/c/en/bring_back_memories
21499204,/c/en/ear_candy/n
21499206,/c/en/ear_rape/n
527689,/c/en/cashbook
36170,/c/en/phenomenon
22089045,/c/en/outside_atmosphere
18779497,/c/en/soli/n
36243,/c/en/pianississimo/r
4165020,/c/en/funky/a
5279134,/c/en/treble_clef/n
4492702,/c/en/luff/n
22744480,/c/en/photoguide/n
22777255,/c/en/sandwich_bar/n
22580660,/c/en/brainist/n
36289,/c/en/pizzicato/r
21532101,/c/en/metar/n
36297,/c/en/place
21564879,/c/en/shock_rock/n
21532112,/c/en/metasearch/n
21499346,/c/en/eatery/n
21564889,/c/en/shoegaze/n
21564890,/c/en/shoegaze/v
21564891,/c/en/shoegazey/a
21466606,/c/en/aeolian_mode/n
36344,/c/en/bowl
36346,/c/en/romantic
36358,/c/en/musical
3706377,/c/en/breaking/n
36367,/c/en/playing
22744595,/c/en/photoplay/n
21564955,/c/en/shopping_bot/n
21466652,/c/en/aerophonic/a
22711880,/c/en/multirestaurant/a
724556,/c/en/silver_screen
21466713,/c/en/affettuoso/r
36444,/c/en/writer
495202,/c/en/gospel
21499507,/c/en/ecomusicology/n
21466747,/c/en/affrettando/r
21499517,/c/en/economy_picking/n
22810247,/c/en/text_hand/n
22810251,/c/en/textblock/n
21565069,/c/en/shouter/n
21466771,/c/en/afoxe/n
22679196,/c/en/isohyet/n
21565090,/c/en/showband/n
21466795,/c/en/afrobeat/n
21466827,/c/en/afterlength/n
36557,/c/en/popular
22744784,/c/en/phrasebook/n
21466837,/c/en/aftertouch/n
21466841,/c/en/afterword/n
22810339,/c/en/thai_cuisine/n
5050115,/c/en/sestet/n
21565188,/c/en/si/n
4755227,/c/en/pastiche/n
22679334,/c/en/isotach/n
22613799,/c/en/deal_memo/n
21532468,/c/en/metre/v/wikt/en_2
36665,/c/en/prediction
21532475,/c/en/metric_level/n
21532479,/c/en/metric_structure/n
4591431,/c/en/monophony/n
3772232,/c/en/cent/n
21466959,/c/en/agitato/a
21466960,/c/en/agitato/n
21466961,/c/en/agitato/r
21466964,/c/en/agitpop/n
1576791,/c/en/melodica
724834,/c/en/hymnal/n
22646629,/c/en/formbook/n
4493160,/c/en/lullabies
724845,/c/en/sing_along/v
561006,/c/en/runner/n
21466998,/c/en/agogic/n
21565304,/c/en/sidechaining/n
21532542,/c/en/mezza_voce/r
5115774,/c/en/southern_rock/n
21532544,/c/en/mezzo/n
21532545,/c/en/mezzo_forte/a
21532546,/c/en/mezzo_forte/r
21532547,/c/en/mezzo_piano/a
21532548,/c/en/mezzo_piano/r
21565315,/c/en/sideman/n
22843262,/c/en/write_up/n
4755344,/c/en/pastoral/n
495509,/c/en/language
21499799,/c/en/egoscan/n
21499800,/c/en/egoscan/v
21532570,/c/en/mi/n/wikt/en_1
626591,/c/en/on_shelf
21565347,/c/en/sidewalk_cafe/n
22613930,/c/en/deathgrind/n
4689852,/c/en/oks
21532612,/c/en/mickey_d's/n
21565398,/c/en/sightsman/n
561116,/c/en/thesis/n
21565410,/c/en/sigmet/n
36842,/c/en/unpredictable
495602,/c/en/literary
21499896,/c/en/eight_bar_blues/n
21565437,/c/en/signature_tune/n
561160,/c/en/document
22646802,/c/en/forte/n/wikt/en_2
36890,/c/en/sequel
21532713,/c/en/microcontent/n
21565482,/c/en/silent_disco/n
22843454,/c/en/wub/n/wikt/en_2
21467201,/c/en/ajam/n
168007,/c/en/cinemas
36940,/c/en/pretty
4821073,/c/en/point/n
21467221,/c/en/akaganéite/n
21532765,/c/en/microformal/a
36962,/c/en/prime/n/wikt/en_1
22745191,/c/en/piano_roll/n
36977,/c/en/primo/n
5083266,/c/en/sixteenth_note/n
21467272,/c/en/al_niente/r
37001,/c/en/write
37002,/c/en/writing
22614154,/c/en/decadist/n
37003,/c/en/print/n
5083288,/c/en/sixth/n
21467291,/c/en/alamoth/a
561311,/c/en/dogear/n
725152,/c/en/siren/n
495782,/c/en/antimetric/a
21467304,/c/en/alap/n
21565641,/c/en/simple_meter/n
21565644,/c/en/simple_quadruple_time/n
5050583,/c/en/set_piece/n
21467363,/c/en/album_oriented_radio/n
21467364,/c/en/album_oriented_rock/n
21467365,/c/en/album_oriented_soul/n
